Variable,VIF
avg_slope_weighted,14.874319919013935
walkability_index,3.7174084624316985
aging_rate,233.01084686337686
income_per_capita,169.42537975463185
unemployment_rate,108.3677983073663
exercise_habit_rate,251.87088234122388
college_graduate_rate,216.27639213574955
