outcome,OLS_R2,OLS_AIC,SLM_PseudoR2,SLM_AIC,SLM_rho,SEM_PseudoR2,SEM_AIC,SEM_lambda,Best_Model,LM_Lag_stat,LM_Lag_p,LM_Error_stat,LM_Error_p
bmi_obesity_rate,0.4368391219869494,203.51680238408954,0.7838193388154756,172.59304604457944,0.7533065317985285,0.3525416469731259,175.7186945392504,0.7695606675847921,SLM,23.910999199162948,1.0089365271618862e-06,21.597807732225167,3.362359339452686e-06
